CARID,Name,Predicted Spill Frequency / Year,Predicted Spill Volume / Year (m3),Storm Overflow Classification,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description,Monitored,2023 Spill Count,2023 Spill Duration (hrs),2024 Spill count,2024 Spill duration (hrs),2024 Percent Availability,Commentary
CO002965241,Randalstown CSO,60,14855,Satisfactory,UKGBNI1NB030302150,River Main (Randalstown),308348,390178,308348 390178,Discharge Point Coordinates,,,,,,,
CO004310783,Pound Street Larne CSO,81,14849,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,339945,402645,339945 402645,Discharge Point Coordinates,,,,,,,
CO003406998,Water Street Portadown CSO,12,14795,Unsatisfactory,UKGBNI1NB030308243,Lough Neagh Peripherals,301221,354356,301221 354356,Discharge Point Coordinates,,,,,,,
SP002022330,Comber Road Dundonald WwPS,11,14275,Unsatisfactory,UKGBNI1NE050504080,Enler River (Dundonald),342222,373269,342222 373269,Discharge Point Coordinates,,,,,,,
CO000984153,Caw Park CSO,44,14109,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,245084,418015,245084 418015,Discharge Point Coordinates,,,,,,,
SP003146718,Coshowen Foyle Road WwPS,21,13764,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,242553,415673,242553 415673,Discharge Point Coordinates,,,,,,,
CO003082793,Duke Street CSO,64,13709,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,243842,416063,243842 416063,Discharge Point Coordinates,,,,,,,
CO003026103,Mill Road West CSO,82,13445,Unsatisfactory,Undefined,Undefined,335733,367170,335733 367170,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984358,Knockbreda Road Rosetta CSO,43,13357,Unsatisfactory,GBNI8NE023,Lagan,335567,371663,335567 371663,Discharge Point Coordinates,,,,,,,
SP002021743,Drumman More WwPS,46,12526,Unsatisfactory,UKGBNI1NB030308225,Callan River (Derryscollop),288955,346318,288955 346318,Discharge Point Coordinates,,,,,,,
CO000984491,Ballygomartin Forth CSO,21,12263,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331159,375304,331159 375304,Discharge Point Coordinates,,,,,,,
SP002022151,Huguenot Drive 1 WwPS,18,12197,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),328008,364705,328008 364705,Discharge Point Coordinates,,,,,,,
CO004357311,Kircubbin FFT CSO,34,12058,Unsatisfactory,Undefined,Undefined,359477,362331,359477 362331,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002838238,Islandbank WwPS,29,11951,Unsatisfactory,UKGBNI1NB060608227,Newry River,308685,326991,308685 326991,Discharge Point Coordinates,,,,,,,
CO000984479,Forfar Street CSO,24,11784,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331662,374288,331662 374288,Discharge Point Coordinates,,,,,,,
SP002022974,Kilrea FEPS,158,11770,Unsatisfactory,UKGBNI1NB030301149,Lower River Bann (Kilrea),293154,413164,293154 413164,Discharge Point Coordinates,,,,,,,
CO000984495,Crumlin Road Wheatfield CSO,16,11706,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,330913,376495,330913 376495,Discharge Point Coordinates,,,,,,,
CO000984324,Holywood Road Tillysburn CSO,27,11694,Unsatisfactory,GBNI8NE023,Lagan,338167,376075,338167 376075,Discharge Point Coordinates,,,,,,,
CO000984448,Kittys Road Two CSO,60,11364,Unsatisfactory,UKGBNI6NB020,Mourne Coast,330777,313269,330777 313269,Discharge Point Coordinates,,,,,,,
CO004357068,Bellaghy FFT CSO,86,11290,Satisfactory,Undefined,Undefined,295566,396060,295566 396060,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984294,Ardmore Ballykeel CSO,54,10822,Unsatisfactory,GBNI8NE024,Belfast Lough,340901,379064,340901 379064,Discharge Point Coordinates,,,,,,,
CO004429059,Ballynure Toberdowney CSO,49,10532,Unsatisfactory,UKGBNI1NB030305203,Castle Water,331389,393576,331389 393576,Discharge Point Coordinates,,,,,,,
CO000984296,Bangor Road Old Quay CSO,43,10348,Unsatisfactory,GBNI8NE024,Belfast Lough,340979,379641,340979 379641,Discharge Point Coordinates,,,,,,,
CO000984466,Great Northern Street CSO,18,10335,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331743,372160,331743 372160,Discharge Point Coordinates,,,,,,,
SP002022713,Turnaface Road WwPS,116,9758,Satisfactory,UKGBNI1NB030304133,Ballymully River (Ratheane),285564,383634,285564 383634,Discharge Point Coordinates,,,,,,,
CO000984261,Shore Street Union CSO,54,9629,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
SP002021739,Newry Road Ballynahone WwPS,30,9602,Unsatisfactory,UKGBNI1NB030307109,Killeen Water,288707,343946,288707 343946,Discharge Point Coordinates,,,,,,,
CO004357041,Antrim FFT CSO,4,9594,Satisfactory,Undefined,Undefined,313098,388432,313098 388432,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO003266524,Old Shore Ards CSO,34,9541,Unsatisfactory,Undefined,Undefined,349963,373600,349963 373600,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356986,Newcastle FFT CSO,5,9516,Unsatisfactory,Undefined,Undefined,338112,329569,338112 329569,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022840,Muckamore WwPS,31,9493,Satisfactory,UKGBNI1NB030305122,Six mile Water (Antrim),317579,385348,317579 385348,Discharge Point Coordinates,,,,,,,
CO004356784,Bellaghy FA CSO,109,9443,Unsatisfactory,Undefined,Undefined,295565,396059,295565 396059,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984533,Clarawood Park Belfast CSO,41,9408,Unsatisfactory,UKGBNI1NE050503087,Connswater,337786,373238,337786 373238,Discharge Point Coordinates,,,,,,,
CO000984301,Shore Road Holywood CSO,35,9386,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,339626,379430,339626 379430,Discharge Point Coordinates,,,,,,,
CO000984172,Racecourse Road Two CSO,115,9356,Unsatisfactory,GBNI8NW020,Burn Dennet and Foyle,243478,418907,243478 418907,Discharge Point Coordinates,,,,,,,
CO000984656,Minnis Fleck Inver River CSO,24,9251,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,340107,402320,340107 402320,Discharge Point Coordinates,,,,,,,
CO004356981,Greenisland FFT CSO,14,9177,Unsatisfactory,Undefined,Undefined,339072,385981,339072 385981,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984575,Loughan Road Rath CSO,139,8778,Unsatisfactory,UKGBNI1NB030301219,River Bann tributary,287658,429081,287658 429081,Discharge Point Coordinates,,,,,,,
CO002852708,Parade Townhall CSO,42,8561,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
CO004356983,Ardglass FFT CSO,27,8300,Unsatisfactory,Undefined,Undefined,356985,338379,356985 338379,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022313,Donaghadee Marina TPS,7,8105,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
CO000984219,Abbey Bridge CSO,26,7826,Unsatisfactory,UKGBNI1NW010108258,Strule River,244921,372861,244921 372861,Discharge Point Coordinates,,,,,,,
CO000984267,Shore Road 65 CSO,33,7775,Unsatisfactory,GBNI8NE036,Strangford,359535,363242,359535 363242,Discharge Point Coordinates,,,,,,,
SP002022808,Murrayfield WwPS,15,7588,Unsatisfactory,GBNI8NE058,Glens and Rathlin,340237,402156,340237 402156,Discharge Point Coordinates,,,,,,,
SP002022590,Lisduff WwPS,70,7522,Unsatisfactory,UKGBNI1NB060608227,Newry River,307748,329528,307748 329528,Discharge Point Coordinates,,,,,,,
SP002581737,Moor Gardens 2 WwPS,336,7491,Satisfactory,UKGBNI1NB030308222,Torrent River,285851,366074,285851 366074,Discharge Point Coordinates,,,,,,,
CO000984207,Priory Park CSO,10,7439,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331089,369909,331089 369909,Discharge Point Coordinates,,,,,,,
SP003423253,Hillsborough WwPS,10,7432,Unsatisfactory,UKGBNI1NE050503001,Hillsborough Park Lake Stream,323973,359550,323973 359550,Discharge Point Coordinates,,,,,,,
SP002022117,Roundhill WwPS,67,7429,Unsatisfactory,Undefined,Undefined,235366,399528,235366 399528,Discharge Point Coordinates,,,,,,,
CO000984661,Larne High School CSO,26,7355,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,339690,402941,339690 402941,Discharge Point Coordinates,,,,,,,
CO004414183,North Street Stewartstown CSO,108,7311,Unsatisfactory,UKGBNI1NB030304138,Kingsmill River,285787,370803,285787 370803,Discharge Point Coordinates,,,,,,,
CO000984688,Waveney Road Yard CSO,34,7268,Satisfactory,UKGBNI1NB030302018,Braid River (Ballymena),310450,402914,310450 402914,Discharge Point Coordinates,,,,,,,
SP003312653,Larne Harbour Redlands Road WwPS,31,7251,Unsatisfactory,GBNI8NE058,Glens and Rathlin,340891,401897,340891 401897,Discharge Point Coordinates,,,,,,,
CO000984521,Bellsize Road Derryaghy CSO,94,7167,Unsatisfactory,UKGBNI1NE050503104,Derriaghy River,327003,367596,327003 367596,Discharge Point Coordinates,,,,,,,
CO000984204,Divis Street CSO,14,7148,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,332989,374464,332989 374464,Discharge Point Coordinates,,,,,,,
CO000984766,Bann Road CSO,75,7029,Unsatisfactory,UKGBNI1NB030301149,Lower River Bann (Kilrea),292966,412992,292966 412992,Discharge Point Coordinates,,,,,,,
CO004404533,Westlink Belfast CSO,9,6986,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,332239,373308,332239 373308,Discharge Point Coordinates,,,,,,,
CO000984660,Cross Street Pound CSO,27,6970,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,339894,402658,339894 402658,Discharge Point Coordinates,,,,,,,
SP002022277,Ballyrobert Bangor WwPS,31,6859,Satisfactory,UKGBNI1NE050502083,Crawfordsburn River,344990,380891,344990 380891,Discharge Point Coordinates,,,,,,,
CO004396822,Clough East FA CSO,95,6656,Satisfactory,Undefined,Undefined,340729,340530,340729 340530,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356766,Bushmills FA CSO,12,6370,Unsatisfactory,Undefined,Undefined,293789,441396,293789 441396,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO002849897,Barrack Square CSO,108,6339,Unsatisfactory,UKGBNI1NB030308222,Torrent River,284171,366553,284171 366553,Discharge Point Coordinates,,,,,,,
SP002849790,Portaferry Two TPS,15,6330,Unsatisfactory,UKGBNI6NE170,Strangford Lough South,359288,350651,359288 350651,Discharge Point Coordinates,,,,,,,
CO000984524,Sackville Street East CSO,60,6322,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),326757,364631,326757 364631,Discharge Point Coordinates,,,,,,,
CO002969286,The Quay Ardglass CSO,63,6305,Unsatisfactory,GBNI8NE038,South Down,355935,337477,355935 337477,Discharge Point Coordinates,,,,,,,
SP002022420,Annagh WwPS,5,6247,Unsatisfactory,UKGBNI1NB030308091,Annagh River,300978,352805,300978 352805,Discharge Point Coordinates,,,,,,,
CO003266510,Comber Leisure CSO,23,6149,Unsatisfactory,UKGBNI1NE050504020,Enler River (Comber),345953,369430,345953 369430,Discharge Point Coordinates,,,,,,,
CO003266518,Newtown Bridge CSO,17,6138,Unsatisfactory,UKGBNI1NE050504020,Enler River (Comber),346309,369199,346309 369199,Discharge Point Coordinates,,,,,,,
CO000984503,Falls Park CSO,19,6069,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,330772,372591,330772 372591,Discharge Point Coordinates,,,,,,,
CO000984361,Elgin Street Baroda CSO,24,6014,Unsatisfactory,UKGBNI5NE100010,Lagan Estuary,334259,372396,334259 372396,Discharge Point Coordinates,,,,,,,
SP002022944,Strand Road WwPS,21,5952,Unsatisfactory,GBNI8NB014,Lower Bann,284587,432044,284587 432044,Discharge Point Coordinates,,,,,,,
SP002021821,Kingarve Road WwPS,124,5944,Unsatisfactory,UKGBNI1NB030307036,River Rhone (Dungannon),281118,363435,281118 363435,Discharge Point Coordinates,,,,,,,
CO000984730,Loran Way CSO,138,5903,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),281301,377536,281301 377536,Discharge Point Coordinates,,,,,,,
SP002022094,Green Bridge WwPS,41,5828,Unsatisfactory,UKGBNI1NW010108257,Camowen River (Omagh),246812,373081,246812 373081,Discharge Point Coordinates,,,,,,,
CO000984342,Orangefield Orby Mews CSO,31,5539,Unsatisfactory,Undefined,Undefined,336812,373022,336812 373022,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003468906,Ballymartin Village WwPS,33,5528,Unsatisfactory,GBNI8NE044,South Down,333990,316476,333990 316476,Discharge Point Coordinates,,,,,,,
SP002022529,Annesborough Park WwPS,30,5503,Unsatisfactory,UKGBNI1NE050505113,Carrigs River,335482,336900,335482 336900,Discharge Point Coordinates,,,,,,,
CO004403921,Shore Road Green Castle CSO,15,5485,Unsatisfactory,GBNI8NE002,Belfast Lough,334240,379247,334240 379247,Discharge Point Coordinates,,,,,,,
SP002022551,Ballynagross WwPS,53,5478,Unsatisfactory,UKGBNI1NE050505068,Killough River,353051,343720,353051 343720,Discharge Point Coordinates,,,,,,,
SP002022150,Green Hill WwPS,55,5441,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),327968,366209,327968 366209,Discharge Point Coordinates,,,,,,,
CO004542564,Lissan Road Cookstown CSO,127,5384,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),280754,379198,280754 379198,Discharge Point Coordinates,,,,,,,
CO003265396,Winters Lane Thornlea CSO,42,5246,Unsatisfactory,UKGBNI1NW010102006,Drumragh River,246292,372319,246292 372319,Discharge Point Coordinates,,,,,,,
CO000984651,Collinward Elmfield CSO,6,5210,Unsatisfactory,GBNI8NE002,Belfast Lough,332590,382081,332590 382081,Discharge Point Coordinates,,,,,,,
SP002022703,Coolshinney WwPS,32,5191,Unsatisfactory,UKGBNI1NB030303144,Magherafelt Burn,288929,389334,288929 389334,Discharge Point Coordinates,,,,,,,
CO000984687,Fountain Place CSO,68,5188,Unsatisfactory,UKGBNI1NB030302018,Braid River (Ballymena),310486,403521,310486 403521,Discharge Point Coordinates,,,,,,,
SP002022842,Dunadry WwPS,65,4763,Unsatisfactory,UKGBNI1NB030305122,Six mile Water (Antrim),319842,384853,319842 384853,Discharge Point Coordinates,,,,,,,
SP003573410,Blackrock Ballymartin WwPS,24,4706,Unsatisfactory,GBNI8NE044,South Down,335222,317084,335222 317084,Discharge Point Coordinates,,,,,,,
SP002022596,Newtowncloughogue WwPS,78,4691,Unsatisfactory,UKGBNI1NB060608247,Flurry River (Meigh),306881,322609,306881 322609,Discharge Point Coordinates,,,,,,,
CO002974781,River Road Dunmurry CSO,115,4650,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),328473,367154,328473 367154,Discharge Point Coordinates,,,,,,,
CO003424918,Mill Hill CSO,62,4648,Unsatisfactory,UKGBNI1NE050505113,Carrigs River,335423,336862,335423 336862,Discharge Point Coordinates,,,,,,,
CO004309726,The Imperial Parade CSO,27,4630,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
CO000984265,Harbour Road Portavogie CSO,41,4605,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,366073,359786,366073 359786,Discharge Point Coordinates,,,,,,,
CO000984698,Chichester Park West CSO,84,4495,Satisfactory,UKGBNI1NB030302017,Deerfin Burn,310784,402165,310784 402165,Discharge Point Coordinates,,,,,,,
SP002022389,Martins Yard WwPS,16,4460,Unsatisfactory,UKGBNI1NB030308256,River Bann (Gilford),306581,348353,306581 348353,Discharge Point Coordinates,,,,,,,
SP002022444,Gravel Hill One WwPS,99,4418,Unsatisfactory,UKGBNI1NE050503001,Hillsborough Park Lake Stream,321723,361508,321723 361508,Discharge Point Coordinates,,,,,,,
CO000984682,Briar Hill CSO,71,4287,Satisfactory,UKGBNI1NB030305122,Six mile Water (Antrim),314821,385926,314821 385926,Discharge Point Coordinates,,,,,,,
SP002022633,Kells Greenfield Road WwPS,9,4228,Satisfactory,UKGBNI1NB030302014,Kells Water (Kells),313759,397007,313759 397007,Discharge Point Coordinates,,,,,,,
CO000984445,Halfway House CSO,10,4183,Satisfactory,UKGBNI1NE050505036,Annalong River,337408,319796,337408 319796,Discharge Point Coordinates,,,,,,,
CO004356919,Belfast FA CSO,1,4067,Unsatisfactory,Undefined,Undefined,335006,377002,335006 377002,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984201,Donegall Place Royal Avenue CSO,6,3969,Unsatisfactory,GBNI8NE023,Lagan,333802,374320,333802 374320,Discharge Point Coordinates,,,,,,,
CO000984455,Mill Hill One CSO,26,3846,Unsatisfactory,UKGBNI1NE050505113,Carrigs River,335408,337041,335408 337041,Discharge Point Coordinates,,,,,,,
CO000984667,Blackarch East CSO,16,3820,Unsatisfactory,GBNI8NE058,Glens and Rathlin,339804,405358,339804 405358,Discharge Point Coordinates,,,,,,,
CO000984315,Knocknagoney Drive CSO,21,3787,Unsatisfactory,GBNI8NE023,Lagan,338728,376383,338728 376383,Discharge Point Coordinates,,,,,,,
CO004356867,Enniskillen FA CSO,20,3752,Unsatisfactory,Undefined,Undefined,221775,345543,221775 345543,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984211,Stranmillis College CSO,12,3732,Unsatisfactory,GBNI8NE023,Lagan,333837,371560,333837 371560,Discharge Point Coordinates,,,,,,,
SP002022734,Coolreaghs Crescent WwPS,147,3717,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),280151,379511,280151 379511,Discharge Point Coordinates,,,,,,,
CO000984212,Methodist College CSO,8,3654,Unsatisfactory,Undefined,Undefined,333440,372510,333440 372510,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022880,Tullyheran WwPS,68,3643,Unsatisfactory,UKGBNI1NB030303226,Milltown Burn,283261,400646,283261 400646,Discharge Point Coordinates,,,,,,,
CO000984262,Warren Road East CSO,20,3620,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
SP002022014,Factory Road Millcroft WwPS,8,3587,Unsatisfactory,UKGBNI1NW363602039,Erne River (Enniskillen),223861,344632,223861 344632,Discharge Point Coordinates,,,,,,,
SP002022847,Templepatrick 2 WwPS,10,3529,Unsatisfactory,Undefined,Undefined,322153,385338,322153 385338,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984741,Coolreaghs Road CSO,111,3491,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),280949,379203,280949 379203,Discharge Point Coordinates,,,,,,,
CO000984205,Newforge Lower CSO,17,3489,Satisfactory,Undefined,Undefined,333002,369343,333002 369343,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984327,Orangefield Orby Drive CSO,17,3445,Unsatisfactory,UKGBNI1NE050503087,Connswater,337684,372748,337684 372748,Discharge Point Coordinates,,,,,,,
CO000984370,Keadyville CSO,6,3425,Unsatisfactory,GBNI8NE023,Lagan,334380,377155,334380 377155,Discharge Point Coordinates,,,,,,,
SP002022822,Ballyeaston Dickeystown WwPS,35,3397,Unsatisfactory,UKGBNI1NB030305204,Six Mile Water (Ballyclare),329244,393594,329244 393594,Discharge Point Coordinates,,,,,,,
CO004356735,Killinchy FA CSO,21,3372,Unsatisfactory,Undefined,Undefined,350169,360772,350169 360772,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO003050683,William Street Corry CSO,17,3355,Unsatisfactory,UKGBNI1NE050504085,Cully's Burn,348398,373984,348398 373984,Discharge Point Coordinates,,,,,,,
CO000984477,Shankill Road Lanark CSO,11,3309,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,332002,374907,332002 374907,Discharge Point Coordinates,,,,,,,
CO000984178,Lawrence Hill CSO,58,3307,Unsatisfactory,GBNI8NW020,Burn Dennet and Foyle,243518,417465,243518 417465,Discharge Point Coordinates,,,,,,,
SP002022726,Maloon WwPS,53,3241,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),279641,378674,279641 378674,Discharge Point Coordinates,,,,,,,
CO000984330,Orangefield Avenue Sandhill CSO,15,3234,Unsatisfactory,UKGBNI1NE050503087,Connswater,337641,373261,337641 373261,Discharge Point Coordinates,,,,,,,
CO003173585,Victoria Road Prehen CSO,13,3208,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,241874,414897,241874 414897,Discharge Point Coordinates,,,,,,,
